id,landmarks
54240bd68281df9b,6686 0.01
542451511c54948b,6599 0.5
5424b63d7c373d5e,5426 0.36
5425a8a31a7afbec,14591 0.08
542685caeabed03b,9779 0.36
542694fdeb69c073,12257 0.37
54274ba8d04f662a,13171 0.05
5427a66a711e39df,4734 0.36
542954d77636f014,11871 0.18
542a31eb1c3fa3d5,12456 0.21
542a6295da1fcbf6,1282 0.97
542b619ca2ffd1bc,6464 0.21
542c0638ccf18281,12156 0.09
542c259f32425cab,1906 0.23
542c42c6f552c954,3820 0.12
542dbc6d2c67757e,5718 0.03
542e0b1e0448e5f7,3283 0.37
542e1c90fe3f9827,9943 0.2
542e4147992c5f2b,6055 1.0
542e6060d4490527,14013 0.12
542e8a38e3570478,3574 0.18
542edf521a0ecfff,14174 0.26
542f14f65413cd11,13093 0.17
542f2984879617e9,2200 0.44
542f2d154bdca5d3,1188 0.42
542f52c0065c5980,13475 0.12
542f7ac94b369661,8932 0.35
542fe31e217f9c64,623 0.03
54306e345b0e1926,12367 0.48
54327452e9b70bd7,1280 0.33
54328b048dcdbf8e,7595 0.3
5432a427200c0574,14278 0.05
5434567e501ef18b,5720 0.29
5435ba367b37a8a9,999 0.04
5435c082b6652fee,9605 0.59
5435f10ae52ffb96,996 0.18
543673306d6c0738,8205 0.04
54370dbc67cbde5a,3975 0.06
5437c5bd27af2edf,7942 0.07
5437fb120738753c,633 0.04
5438b328f95df4fa,1546 0.12
5439066035d86e99,2093 0.12
54394d31ea1e373e,7290 0.02
543b70ca40683c60,8537 0.11
543b9b7aecf99730,2456 0.05
543c03a53e11f0c3,4894 0.5
543c66d2b6db3320,3496 0.35
543cadfbd45bbb92,6129 0.12
543cc65c0f1d3ff5,6055 0.14
543d6c4cb0678272,7661 0.61
543da1d49a198b6a,8649 0.18
543df1e27df6e1b0,3296 0.47
543e2d23db2c8e6f,1069 0.35
543e7a904bbbbf48,4168 0.01
543f169bfa1dda9d,207 0.27
544049557f39a761,13445 0.06
5440c86a5d8574c1,5426 0.47
54413938d4193fc2,4293 0.32
5441a255e4cebf03,6051 0.34
5441b6f513e55ec0,9605 0.27
5442cbf01f50fa7c,13526 0.09
544320420bcd42d4,5460 0.27
5443683e39ff3b6e,5554 0.41
5443b80b655cfe36,1433 0.04
5443f3122e80f8c7,2151 0.24
544427baef96ddeb,12101 0.06
54456225cb3b18c3,4855 0.16
54457faf57b4f5ef,7298 0.18
54460c758ed8eb43,1808 0.6
54462ad02e4ca6fe,11972 0.15
5447d796d6d93f06,9275 0.84
5447f65d2d6d42ae,1069 0.35
5448362336ca9a63,9446 0.19
54491d0cbe149c67,3975 0.04
544b7a61e5fb23d5,1069 0.35
544ba374d9e9bcf4,6899 0.31
544d14b8ac3b04dd,8987 0.07
544d1a64a7cf1d2d,13224 0.43
544dd213ac4a5842,1205 0.75
544de83558bb3257,1452 0.27
544ecb22787d889f,11800 0.04
544edd71eef3e7e3,13775 0.07
544ef553f2d539d4,12964 0.21
544f00a439cba692,12430 0.06
544f6c45b2f464a8,207 0.02
54501e8b26dc8786,14031 0.13
5451bf6b822faa9d,6051 1.0
5452a0ec3bbf150c,7537 0.1
54536b35aff3c55f,7882 0.09
545412e36632bd67,10282 0.6
5454b90594bc26f4,6991 0.77
5455ec1abb3ee44a,623 0.08
5456179ad90bdff9,9098 0.05
54563d9ff1099da4,8120 0.2
54571cf1231c8cd1,12063 0.19
5457a2940685ab6c,10382 0.52
5459dd828025526f,5960 0.25
545a330f05b7179d,4352 0.19
545a573362b3c484,6166 0.2
545a62281237c761,13830 0.01
545b66ba6a58c4b3,8648 0.85
545b7fb38d0eaf52,10991 0.15
545c10aabe73ba0f,4606 0.17
545d33bcdeb176c4,10256 0.1
545d351829c1e24a,8241 0.29
545d4d47b428d8f3,642 0.1
545d7b3a71e4d07a,14618 0.41
545e70523fca72b6,1055 0.52
545e76af691c4812,1537 0.05
545e90410054593d,11643 0.48
545f158a623f443b,10045 0.46
545f7743eb58a287,8787 0.43
5460229d37016db3,9196 0.5
54603759e4bf7a95,9534 0.09
54614316a0e7c63e,13212 0.11
5461c662fd012a59,2036 0.29
5461ca7e4a036c7e,5054 0.13
5461d94c5be2ee9d,8382 0.03
54625d79bd52ba8a,11228 0.02
54631059a39182f9,5207 0.2
54644b46274efb0f,5475 0.22
54654b644beaaf87,4781 0.14
546676cc8645e49e,9638 0.78
546680b9e1bc4698,12878 0.02
5466af55c376711e,4035 0.01
5466e176fe129e4b,8063 0.68
5466ebb0ead279e5,1069 0.35
54672444d8b30279,2241 0.74
5468a6902c91fe6a,8365 0.14
546965969c6729b3,9792 0.32
546b04f8b09bcfa6,6590 0.05
546b06bb490ad981,13826 0.07
546b569879f87246,8964 0.31
546bee26c417dc36,878 0.45
546cc3a4b945b3cc,912 0.08
546d96274a772679,10692 0.22
546e10dd9d9893df,14877 0.17
546e2a4d0eb67217,2895 0.62
546eb7f763c305ad,3426 0.7
546f0cd9b4dab106,8567 0.13
546fb20b18ca617e,8429 0.18
546fb376b7f414e6,14381 0.32
547036ed935b0de6,10994 0.01
5470608875f4a1f6,7268 0.03
54710e1be37ab356,12763 0.7
54717e4f5663215e,2228 0.3
54731e479864f671,2061 0.2
5475893d12836531,10125 0.22
5475f2bdff5dfbe0,14031 0.12
5475ffe3722f9ebf,2339 0.33
5476345f769a5662,11378 0.92
54771c8f237d8187,95 0.24
5478a6ff5681c6b3,7331 0.46
54794aa4144f04d5,7992 0.27
5479acbaf1a618a7,976 0.03
547a13cd20d1b197,8035 0.36
547aaba3c8e4ac25,13124 0.07
547b7ae812223a1e,12090 0.29
547c855917193b15,13710 0.12
547c929d5a6a2be5,12039 0.35
547c94f7ee5f2957,13873 0.18
547cc206e6c8e243,9642 0.37
547d39eca0a8741b,4085 0.21
547dd90470db5ffc,11674 0.53
547de0c79180ea3d,13594 0.33
547e808401043f0f,8060 0.09
547ff5fb7f4b9b23,14359 0.16
5480c549385b7d38,2597 0.13
5480c6d42f916a42,12844 0.12
548132cafb29bfe7,12398 0.09
548143134c257f0d,11477 0.11
5481667c136c893d,8850 0.39
5481a60449cec185,8040 0.73
548250c2bb35cb9d,884 0.17
5482808c513bf047,1546 0.52
54830e68b23f435a,10573 0.46
5484d4ee1bd0035e,4035 0.01
54856a2cef0ec84a,4960 0.24
54868ba6679ca068,10432 0.28
5488d2521a69df63,4981 0.13
54893b943227dbb2,10547 0.15
548a25003235d388,2348 0.63
548a424f74fae9fa,3376 0.13
548a78a3c61553f0,1135 0.14
548ab851a5796907,6168 0.19
548bb0db88e43220,3331 0.02
548ca1d0cae6df05,13876 0.41
548d693fa4181121,8677 0.3
548de1459914b9ee,11784 0.47
548e16796a31f172,10005 0.26
548eb77791790230,5685 0.38
5490f2d0c74cd993,13005 0.25
549172adbd2b3243,1452 0.18
5491d22797ee62e5,9189 0.32
54928eb0ea695a4d,13693 0.14
5492e3f3cbfc4100,10932 0.19
54930763fa2e73f0,3389 0.63
549356a84d18fe01,304 0.46
54940f54b5fd76a6,3924 0.44
5494a9c44ceff32e,642 0.13
5495167bb4198eed,10584 0.26
54953002f37e6f5a,7125 0.81
5495324da8b6cbed,11502 0.17
54957e594c4dc02b,13378 0.27
5497048a12e2db5a,13263 0.84
5497865d85d4a166,1140 0.22
54978b32335ab758,6483 0.9
5497c578831b4280,3419 0.18
5497d9d0248518f5,13438 0.02
549827f395c72710,13053 0.14
54984eb689a58b89,9779 0.37
54986d94c8342764,14164 0.09
5498c179051a139c,3055 0.22
5499c4d87f2f1366,14366 0.21
549ae830d6bb63a3,12844 0.06
549af19cb9b96e8f,14241 0.27
549b9428d8be3dc0,6464 0.07
549c4051cd293543,10855 0.25
549e0b4597301a5d,8843 0.03
549feff9eec0116e,649 0.17
54a07ef2f19c36dc,4949 0.36
54a14a2c4517d31d,1680 0.94
54a1591bfc982b3b,12090 0.12
54a1e7bb2c43f70d,3426 0.83
54a2aed9c012e89b,13124 0.36
54a5bf324780712a,12015 0.03
54a5f75a9c096865,5466 0.11
54a6ad10b0e57397,623 0.56
54a779751f790d8a,1807 0.03
54a78d2c8c219fb4,5715 0.02
54a8aafcf00f37ed,1160 0.47
54a91d2c4a4374ed,8582 0.15
54a9dc27507e22f2,8512 0.16
54aae4e53b14b041,13795 0.03
54abaecf5fd6f662,7331 0.33
54abc830d4f5e490,11398 0.02
54ac473477d4a687,1069 0.35
54add94239609ecd,11844 0.34
54ae9db469898ec7,730 0.09
54afbd962554e721,14721 0.29
54b0003249ea8466,12204 0.04
54b071e3a9a83d44,5647 0.93
54b15c085823f4a2,14187 0.16
54b169d5e0c2ce59,13078 0.21
54b1c7a7549480bc,1069 0.35
54b23295b978b1e9,2298 0.24
54b3b3fe719a8e67,229 0.01
54b5e8a61dd53d12,7094 0.31
54b65c23c3fbcb19,9992 0.77
54b66558e996e861,11499 0.33
54b7a79378a40e0e,8450 0.68
54b7a88bb18664b6,12279 0.05
54b7dbc11ef7691a,2729 0.18
54b92f3930ede3f2,2445 0.08
54b98e49e631b444,1304 0.41
54ba78b6cd2cb92f,11954 0.11
54bb34e3256128e4,5822 0.1
54bb96d1af8a3565,14195 0.11
54bbfeac58f29086,14727 0.53
54bc93475d415485,9245 0.2
54bd4042c5f8fc8f,13417 0.51
54bd87acc2b9855f,5832 0.11
54bea7910ff31263,2418 0.17
54beb894f66003f9,5351 0.24
54bef2af63a33a89,2802 0.4
54bf0b37d671dce2,7241 0.11
54bf1900a97af2f8,12351 0.2
54c01769c69b78c5,9852 0.55
54c01ec75a180df5,3977 0.32
54c0b140af1e98a3,3654 0.55
54c2f57c4e730b5f,9343 0.42
54c3cef7a427e0e8,351 1.0
54c56596acbfc659,11509 0.03
54c57d4a777a56f7,9043 0.16
54c5c1e255a4f38e,1983 0.22
54c63cd1c813f16b,8636 0.24
54c739c36d5a5cf1,7816 0.44
54c746679a173bdc,8086 0.11
54c912289a5ea48c,9627 0.16
54c92a776a9346cc,12257 0.06
54c9b5a6022277fd,5380 0.51
54ca22acc8758f02,11207 0.03
54ca4efccffd7611,1433 0.09
54cac2082720bee2,13305 0.13
54caf1682588529d,8639 0.1
54cbe5e96d22dd4d,1222 0.11
54cce31f49bf7108,11668 0.04
54cdee8b24287a2d,8787 0.79
54ceb6fbf0aeffeb,9779 0.45
54cf92b11b04a781,10651 0.16
54cfd1f5f683b966,8763 0.08
54cfd4b1728dd7e2,10749 0.18
54d017ba375041eb,13672 0.06
54d0ea94da80592a,5054 0.07
54d18a2502177faa,7413 0.12
54d1c1d572ca02d7,8296 0.04
54d2797c96b36169,2134 0.15
54d2e5c592e20060,10831 0.1
54d32e9c8eb82bf3,1027 0.22
54d3a0bb97bf3c10,14278 0.24
54d5061b43baab49,8691 0.03
54d57bf93d84bc62,3878 0.58
54d5b5f75d858608,3942 0.11
54da1db0c7c72f8d,6991 0.65
54daa92165b391fd,13170 0.22
54dab89d845a305c,3574 0.29
54dac36c0730a278,3376 0.16
54db4fc377209b5f,9592 0.08
54dbdc0f01a19ef8,4081 0.14
54dd9c30af47de22,4987 0.92
54de564e3c14fc27,4092 0.07
54de6c005c9abf2f,2076 0.07
54dec6cfca798049,1169 0.28
54df011d93081e11,2996 0.21
54dfcba68217994d,12477 0.23
54dfde045add08c3,14321 0.13
54dfe810cf4811e2,762 0.98
54e06986bc49e95f,1342 0.11
54e07b2452e4053d,3024 0.03
54e07df5caaee01c,13176 0.09
54e2588338e4b3ba,2144 0.06
54e2675286f9d496,1616 0.4
54e3367082c11e30,2093 0.08
54e3b4fa53909d0a,1310 0.61
54e49112a53ee5b3,8205 0.02
54e541deed6a3e16,10107 0.11
54e635a2c52a1f5e,4949 0.91
54e79cc147590781,11674 0.46
54e7cab40cf7e79c,8679 0.33
54e8486d1fd85458,5994 0.01
54e896f4cee8efe0,8636 0.12
54e96e046c195064,11720 0.21
54e97daae92d1cdd,7379 0.15
54e981bb90fee661,14465 0.68
54e9d255a629cc50,12865 0.11
54ea015a0a546f99,13622 0.28
54ea1e22d9ffdfd7,702 0.18
54ea5d3f03ae710b,2743 0.84
54eaf578a01b0c8f,2594 0.07
54ec37cf3b3bab41,11784 0.28
54ec716bd970c644,1005 0.23
54ece7b270573ed5,8741 0.07
54ed6e34c93b95d3,10965 0.01
54ede0c86b493971,4131 0.13
54edf37e868fbd71,10545 0.04
54ee1e4ea54dad0d,8041 0.2
54eed04014cdd379,1222 0.35
54ef80021ea7496a,10688 0.39
54f02393ca8b8eeb,6156 0.14
54f0cf7b396afdae,3703 0.54
54f255c0d9065fb2,867 0.28
54f3439d3a8f82cd,12311 0.03
54f3a8b21b0a1e00,13960 0.09
54f44b348b33f2c4,2743 0.62
54f44fbe76bd0101,264 0.19
54f49cdc022d287d,14164 0.14
54f4d17fd2e9fa5d,12760 0.09
54f4d439ffa92be9,10735 0.42
54f5cb98196f420a,13457 0.05
54f8944be05fdb15,10297 0.17
54f8ad3b0d3a45eb,1537 0.07
54f97f615e01baa5,12456 0.1
54f9999fc1dd10e3,6168 0.02
54fa2da64ed1602d,13876 0.41
54facc41c9e2d6be,11521 0.01
54face671ee108df,10083 0.01
54fad072a2d99dee,5475 0.1
54fafe57ff9039b5,9779 0.65
54fbaf05c05353b5,258 0.07
54fcd57cede0f2c4,8876 0.51
54fce6676e581fd2,2061 0.37
54ff76afe97a5576,12321 0.76
54ff87577f26d4fb,4551 0.15
54ffbab189be812d,13676 0.21
550003adad1e6369,4987 0.27
55004899cd969e93,8425 0.05
5501ac7dc1b43dca,12090 0.93
5503491a82396ad4,9633 0.98
55040911eab98ea9,658 0.06
55044507b3e664a7,6079 0.21
55045b29b3ac8e52,8429 0.54
55059c234e7890a2,2200 0.59
550601913c442718,2126 0.15
5506cfc300d16351,5376 0.94
5507bed4a7fc4812,4547 0.13
5507eab0a8693077,7823 0.22
5507ed3a6c6decf9,1069 0.35
550817388ef0f0ea,14660 0.53
550845d44e80ef68,1213 0.07
550929a28fae46e5,4829 0.56
550a4e2b7e674e6a,11986 0.04
550a92639c355e5a,1069 0.35
550b65af874730af,9779 0.82
550c27ae803f4637,6991 0.36
550c6bca282957dd,2597 0.23
550d19e4797de408,8876 0.11
550d2ac27bac7666,13341 0.13
550d3bd25e569468,14568 0.04
550d51225585156a,10281 0.22
550d8724c455f0ed,878 0.14
550dde107fa83bff,1403 0.12
550de23229c222a7,10386 0.11
550f1b02e86fce6b,4622 0.49
550fe8d60ae24cff,11133 0.26
551066614645fcd8,7678 0.41
5510e0cdb35519d9,10282 0.16
5511062c16ba6af8,60 0.21
5511a8b6d0227f6a,9590 0.08
5514663b2b496947,10456 0.01
55149aa015f4052c,9333 0.47
5514a6028b08761a,3261 0.02
5516a980ff8ad98a,14824 0.1
5516e7c6bf3bc875,5661 0.2
5517c10ac47b0e14,7661 0.34
551866bdd5a08fed,8246 0.23
5519301f470a3c3e,10230 0.2
551936ead2e3cdb4,13532 0.73
55197024f99f46ee,12360 0.05
5519a061e5340349,4625 0.08
5519c96ef9e2760d,13925 0.14
5519fde8720ec82a,1069 0.35
551a7dcd80e68f00,1069 0.35
551ad4e80b72339e,10573 0.1
551bb580a895b193,12367 0.12
551c40d05fae7285,13289 0.41
551c9c253a9b0470,12243 0.07
551cbd4494b7571d,9771 0.55
551daa0fb720fd48,12148 0.44
551e5b8f2c238c3b,4987 0.6
551f264d392d252a,5805 0.95
551f7a606d4448ef,8451 0.19
5520c806de0b5fa5,4327 0.25
5520d318bf6b93be,13170 0.49
5521f410c21574b0,12804 0.49
55223125127e799e,11207 0.17
5523c9c5bdddfd46,2076 0.09
55247d6b46b8242f,6055 0.21
5524fecb38942dd6,9179 0.24
552502abccdb7981,3898 0.56
552662787110f01f,2560 1.0
552792ceefc34c04,878 0.11
5528d11190f91f9b,11608 0.08
552945bc9cd346a0,2949 0.33
552979edddbfa97a,7083 0.22
552a1f171ee36701,5254 0.06
552a91b2dc635243,1069 0.35
552b4384e905e842,495 0.02
552b6bbc84395fc2,3151 0.03
552bf57f3fabef80,11638 0.12
552c9cc5b743b3f5,2449 0.2
552ccd3181fd51be,3238 0.57
552d2a5b4583e9cf,3015 0.4
552ec84d8547b89e,2517 0.36
552f7051107a23a1,9779 0.23
552f75ccd100a6db,2080 0.78
552fbc4e6669a162,12447 0.13
5531039d862a2a56,8078 0.12
55315f4aef0ac728,6166 0.12
55319c6dd33224c9,12131 0.09
5531d9914a6b4038,8649 0.15
5533622ff0efb26a,2306 0.71
55339c3442eb0bee,7219 0.09
5535af8575591afb,7994 0.09
5536acc7afb27ec5,5812 0.21
55379ea797a3ff82,8954 0.16
55394c2e55790060,8575 0.02
5539bbbd0b6688b7,10323 0.03
553a1663b4599b95,9101 0.04
553db8a52d0123f3,9779 0.35
553dbf78236be945,8084 0.01
553de25948236ef8,1069 0.35
553e3dd2b3d1b4ce,5554 0.49
553e8c5a04cc4ce7,5667 0.23
553ed8ffff977b49,14054 0.1
553ed985598ce55e,2540 0.15
553fff17021bcd6c,1785 0.09
55402b52501f3d60,14703 0.19
554031f155a73617,9333 0.47
5540cf2a45a88870,1794 0.15
5541c8af891ecae7,6487 0.1
554332ebf9603b85,11781 0.06
5543331519de933b,2080 0.33
55433487c220258b,5474 0.11
55436cba8759ac52,7052 0.04
55443f3b22d7937f,2399 0.78
5544da19570197ac,6134 0.3
55457f31cde4d1ec,10033 0.12
554589f12b27a45f,13410 0.13
55460916c3ff51d1,193 0.28
554648e268fe6cb7,8677 0.32
5547a3fb3868de94,8241 0.3
5547c937b44bd595,11954 0.09
554812ab9c3d3a24,14013 0.1
554938c225c68147,13552 0.32
554957feab449da9,11183 0.31
5549a57a15ea71e6,867 0.37
5549fcd4923f8ec8,4352 0.35
554a6d8ed72ae221,2341 0.54
554ab0a83ff34798,4881 0.09
554b328ac464dac7,1069 0.35
554b4e8ef4f95fa6,7466 0.2
554b584e0d692d11,11668 0.12
554b9ef88757850d,1533 0.1
554bb49f0115116b,1238 0.88
554c554ed44b3c18,13006 0.03
554c7f64633e07b6,5088 0.75
554c9a0e41e0f6e0,12836 0.25
554cfd75cefc7c8b,12760 0.03
554e1e9f724aa724,4267 0.04
554feee5a7715abf,7612 0.15
554ff58a6617cff5,10125 0.2
55500a4810e73f78,5046 0.09
55506ff51900cc5b,5277 0.06
555094221995370a,5029 0.6
5551384569649b1d,8332 0.05
5551e012f749a6ea,12101 0.08
55522125516e508f,5203 0.36
555279251f3556fa,8120 0.29
555307d8bd1cece3,11172 0.75
555371302e515fcd,10991 0.34
5554b4a2d771964e,8639 0.02
5554c2387c0f63ce,7661 0.07
55551312aa5d085e,1171 0.21
5556eb6c3454b31b,2045 0.31
5556ec84c1eed7d4,9779 0.52
5556f46d6e494325,6464 0.18
5557bb296864cde9,2791 0.29
55592d7de985ade2,14824 0.03
55596cb62a8c3e59,6599 0.15
5559d7ea77769e18,1208 0.07
5559eb489c08e7f4,5274 0.11
555a204ec31ebfcc,1474 0.08
555a7e16c3cb0c86,8476 0.11
555aa69ae3e185bf,6044 0.12
555c6f5fd07e8985,13445 0.1
555cc473c977a5c9,14164 0.12
555d632600801692,3388 0.03
555d6a0b94f079c2,1237 0.03
555e1a7acfb4026f,5534 0.19
5561e2867c18954d,8143 0.2
55624bd63f2f517d,13679 0.25
55629613de55b8ab,3950 0.26
5563620159c01194,8734 0.28
55638d81e3917524,1147 0.06
55639786a06a972e,7121 0.18
5563a2ad135282e5,14824 0.13
55649e1c645c60e7,7030 0.18
556513a85a1c6dd8,9873 0.18
5565f0689fc4f29f,12220 0.44
55663a5b0913dd20,938 0.13
5566ba79bdfa383e,11833 0.22
5566e478a1ef9a9b,5627 0.21
556706119ee1ec92,9763 0.03
5567b84166a9d649,1109 0.05
5567dd31c34336e3,1069 0.35
55687201191f6577,7000 0.29
55688958c7fce01f,9446 0.32
5568ab96dad20c8c,12776 0.07
5568e2c0b70cfbbf,1472 0.57
5568f0305eeb0977,7678 0.16
5569384b9e7ec069,4987 0.1
55699c53a61ff636,3459 0.02
556a6e1be05cec30,3736 0.14
556aa75bac427aca,1069 0.35
556ad70775d53aea,1879 0.29
556ae5115c3978bb,3961 0.43
556b09b3e3eba907,1054 0.41
556bccb61719b1b0,4931 0.27
556d9f3c9804f64b,9779 0.99
556dbbeeb5086aea,11288 0.39
556f3cd9f7a09154,7094 0.13
556f4cf6ff7f62e0,1980 0.07
55704c0cdc807352,10577 0.18
5570a62b775564b2,6599 0.28
55710f6c5d8acceb,11299 0.05
557153acbe0a4f5d,9703 0.02
5572f2c929f3ded3,14763 0.02
5573de204c0d11cf,5948 0.08
55759bdc26ef56e4,7148 0.81
5575fce420650002,2672 0.03
5576dc8d856db175,2338 0.12
5577782918a15e39,14501 0.05
55782c4802646ae7,9240 0.64
557909c90266d69f,12336 0.6
5579a11dc916fd94,8246 0.43
5579aec9d2a515d8,5669 0.23
5579d37c8a7c6463,5987 0.02
5579f2cc67e00086,10584 0.06
557a0200af10e959,3394 0.12
557ad9367541a84b,11011 0.23
557b2d6460e08d4c,4981 0.86
557b37214b196dfb,532 0.17
557c0b838d3f25fc,6964 0.2
557cee7bc0bbebaa,6213 0.09
557d0d792262a0e2,6051 0.47
557d23ee6caeeb07,8473 0.48
557e21970c90ed35,4894 0.78
557e28cbbf310f35,12336 0.07
558108c0dfd5981a,6243 0.16
55820ccec81650e0,2743 0.51
5582d0146ebd921f,2854 0.35
5582dd3356282d60,1704 0.03
5582edc7a83cc093,10838 0.45
55837fa015650ee2,3611 0.31
5583a5ece839c0ca,6051 0.69
5583c38e10addc1f,13678 0.15
5584184aebebe57f,1065 0.49
558487a9b37cc564,14000 0.21
5585024963fe9df9,140 0.13
5585479d9b977a3a,8787 0.48
5585fef436d5b329,11037 0.05
558675dc7b201eb3,5545 0.04
5587dfecdfa963c5,13170 0.51
5587faf4b5e3cb9c,5845 0.27
558820f0d47430a1,14872 0.07
5588625425c6482d,7125 0.2
55889f23f2d6f9d7,4034 0.06
5588a29237d3832b,12380 0.14
55891ae41f3ec1a6,11094 0.06
5589317a09d760b4,95 0.03
558aad4800aa0ffb,2870 0.44
558abd1bca4f451e,14105 0.5
558ca81feefc0052,8679 0.17
558ddbbd3760da93,10028 0.26
558f42026d1b8714,8378 0.07
558f78d167898414,1553 0.28
558ff99812443a98,4808 0.06
559179d8efa2fae1,4385 0.14
5591af7c3eb91331,11012 0.1
55924011d5d7bcd3,7094 0.06
5593fcbb2919653a,6226 0.58
5594218d88213914,14164 0.45
55958477412db01f,11105 0.21
55964e2dbc3666d3,7049 0.55
5598a48c9a0388fb,10045 0.49
5598fa4efd9e1e78,2678 0.38
55993b1a29d85b3e,3130 0.49
5599e2021b5023a1,12760 0.06
559b4a30316f4af5,13667 0.61
559b81c8f51bc0d9,1069 0.35
559b85c363967663,8040 0.16
559b900d14648b07,10536 0.28
559bd9746476f89b,10831 0.12
559d3d2bc93de8ec,8035 0.97
559e66c917e45006,11836 0.38
559e7d28180fc5d6,11560 0.16
559ed68b81a5bb16,12063 0.26
559f2f631d7c6598,11265 0.59
559fac946c38f840,10587 0.84
559ff169ee3ca0f3,3039 0.24
55a0d7c4d8028d16,5379 0.31
55a23d29215aa55e,5545 0.03
55a25fb997c0a38c,10574 0.15
55a2bd1137af3a69,4352 0.36
55a31dad46310de7,14912 0.43
55a3c0b465012d71,6701 0.2
55a553fe85384dce,8559 0.35
55a5d34c560f978e,7413 0.24
55a6891ecbb3fc60,6051 0.78
55a6c93e077188db,8493 0.39
55a720af03490320,1341 0.03
55a7f5c2f465cfb9,8476 0.13
55a809f696490cfb,11369 0.22
55a817c2ac29e861,3493 0.54
55a884b4d70bc1c0,6701 0.81
55a88eba0c16efeb,1878 0.53
55aa4e1492d2ca8b,8829 0.26
55aabbffe7d1416b,10429 0.46
55ac06c9a2382890,14012 0.35
55ac4b9bf3efad02,12122 0.02
55ad622e0cd46ef6,3997 0.17
55adba19dbbc83b4,11491 0.19
55adddc946188617,4013 0.2
55adebfb38670662,10323 0.03
55ae13e5e718342a,14170 0.07
55ae76442d8b8101,351 0.15
55aea2d59bf286cd,8637 0.03
55af9e2dc088ec43,1389 0.03
55affe625ec695d8,12763 0.44
55b04fa71e3e2712,5720 0.41
55b07b0c0f394218,2743 0.44
55b18cc5e88b88e5,8763 0.14
55b25bc05b98e31b,2338 0.3
55b30ff3953621c5,12382 0.04
55b3889ac9d80a40,12353 0.01
55b3ed919ce6741c,3457 0.97
55b4391d0d85f603,8988 0.03
55b65492da200096,164 0.45
55b684de8661a1d1,13873 0.24
55b695412d614601,12613 0.11
55b70aa674ea123b,8513 0.3
55b8144213664df5,2375 0.07
55b816cc753d3f02,86 0.13
55b8263d49df2954,7455 0.04
55b83b0103faf8bd,6374 0.03
55b8da0002911769,9841 0.9
55b8e922b62db04c,12287 0.12
55b97b58a2c8583f,14827 0.12
55baca53f69ec4f8,9859 0.8
55bb387571d5cca2,12491 0.16
55bc7bad9b9f6243,9543 0.31
55bd064b5da87c92,13124 0.08
55beabfaa31a0609,136 0.08
55bf8adeadca35e3,8673 0.13
55bfb8c9cb49f185,6973 0.32
55bfd49d17a1300d,5088 0.29
55c0175d49d3b9b1,12630 0.1
55c0cb54c1749be7,5473 0.01
55c0d94c59328e34,12063 0.22
55c0e4317da078af,996 0.76
55c20f0ae77a92b0,4013 0.31
55c3ff10729ca26c,8637 0.36
55c45ec1c66a71c0,13287 0.34
55c4646a4310961a,10651 0.22
55c546c5c5c5a363,11577 0.03
55c8458119656967,1069 0.35
55c934426091eb6f,7571 0.27
55c9a0fc70c068cf,10584 0.09
55ca9d8c7fb39b4f,12853 0.55
55cac38de8ad111d,5558 0.05
55cb3062f2361988,3497 0.53
55cbbea4c7179ec3,5087 0.08
55cc1958885ad93e,8685 0.42
55cc1a7cb993df99,10655 0.1
55cc2fee49d25d2d,7502 0.07
55cc4ca61c0302cf,976 0.03
55cc65ed7e28e8b4,11836 0.45
55cd1bce131035c9,11933 0.17
55ce101a25f5ec38,136 0.06
55ceb0515ac3ed67,10256 0.02
55cec3bdcf65ce5c,14164 0.05
55cf648fe0bc8738,5166 0.3
55cf761261c64e38,1623 0.36
55cffba56f6b05f9,9698 0.84
55d0d028045fd2b4,2093 0.15
55d1a067f6776702,7661 0.19
55d1a4cb43a3c36e,100 0.16
55d2893314c1cda9,6924 0.08
55d2c44ceb905922,13450 0.27
55d3f6b53cc6187c,11777 0.22
55d45dbccb81ddad,9633 0.34
55d51b9bd612fb5c,10489 0.53
55d57c9cf951324d,6651 0.46
55d59211f7ee7808,2692 0.01
55d5d435d7e98ca8,3736 0.61
55d65e133e83a886,9159 0.31
55d70bb68572ed3e,5142 0.14
55d7bfc2c6308fd7,1546 0.11
55d9406ef37cc76e,8246 0.63
55d944f1992cc418,11284 0.15
55d983da0594b029,1069 0.35
55d9e65798b09acd,12393 0.3
55dac5ca593c5348,8029 0.22
55daee14b457231a,8843 0.07
55db4bed22cb6ab4,5373 0.44
55db7fb2f30ef643,14785 0.14
55dc5acb169dedb5,4352 0.62
55dc746089ff30f0,4957 0.1
55dc9116a95759c0,5444 0.26
55dcf51675c3ecd9,1792 0.07
55de09f721fbe0a4,12579 0.11
55de0b93de97a3a6,11836 0.3
55dfcc13690306aa,878 0.58
55dfd2580aaabd34,11022 0.82
55e17faa3fc57745,6129 0.07
55e28a7752f922af,2611 0.13
55e29e9bf12884f8,2743 0.32
55e3fe9c5baeee9a,5479 0.5
55e45b6d07e6555b,6876 0.09
55e5808aca4a7368,10522 0.16
55e6515f120f0a7b,5534 0.17
55e66f20fb740521,4649 0.2
55e7324b9e0f1bea,9779 0.95
55e7fc500ea5808b,1452 0.25
55e820340f3dc084,11133 0.05
55e856f113c16205,86 0.11
55e869d2c806a6b1,1169 0.31
